タイトル,プレイスタイル,譜面モード,難易度,MINBPM,MAXBPM,S,1,2,3,4,5,6,7,TOTALNOTES,ソフラン回数,乱打,同時,階段,トリ,縦連,皿,CN,PLAYTIME,MAXNPS,MAXNPS_BW,MAXNPS_S,MEANNPS,MEANNPS_BW,MEANNPS_S,VARNPS,VARNPS_BW,VARNPS_S
Rave Cannon,SP,ANOTHER,12,160,160,125,227,248,222,254,211,212,201,1700,0,27.6,18.7,42.3,25.2,7.5,10.8,18.1,121.5,22.0,22.0,9.33,13.82,12.8,1.02,20.79,20.32,2.27
SAY BAY,SP,ANOTHER,12,165,165,222,193,135,198,144,233,158,172,1455,0,16.2,16.4,42.0,34.0,9.3,27.7,18.7,113.45,22.69,20.62,9.62,12.35,10.47,1.88,34.88,32.97,5.34
Sky High,SP,ANOTHER,12,153,153,51,277,295,290,267,285,260,218,1943,0,37.5,5.1,81.2,43.7,4.5,2.8,0.0,106.66,26.14,26.14,1.91,16.3,15.87,0.43,47.15,46.08,0.22
Snakey Kung-fu,SP,ANOTHER,12,156,156,50,304,229,237,240,243,249,199,1751,0,30.4,21.7,44.7,18.2,7.7,3.8,24.5,123.26,23.4,22.1,2.6,13.88,13.48,0.4,18.49,17.32,0.44
Steel Edge,SP,ANOTHER,12,177,177,68,216,195,250,215,260,199,201,1604,0,18.2,49.1,17.3,10.5,7.6,6.3,27.1,119.32,19.91,19.91,5.9,13.29,12.73,0.56,10.47,10.07,1.48
Summerlights(IIDX Edition),SP,ANOTHER,12,175,175,96,264,201,208,219,236,183,173,1580,0,28.3,24.9,36.1,9.3,4.2,7.2,11.6,116.57,24.79,23.33,4.38,13.24,12.44,0.8,27.31,23.82,1.11
Super Rush,SP,ANOTHER,12,190,190,165,332,192,218,229,254,200,201,1791,0,11.4,62.7,12.9,9.1,11.7,14.7,6.7,121.26,25.33,25.33,6.33,14.62,13.27,1.35,26.43,26.53,2.27
TOGAKUSHI,SP,ANOTHER,12,152,152,36,218,141,236,174,214,177,147,1343,0,32.6,8.6,44.5,34.0,3.3,4.0,66.3,113.58,21.53,20.9,3.8,11.81,11.5,0.32,29.23,27.44,0.51
Venom,SP,ANOTHER,12,190,190,122,272,130,248,175,261,155,261,1624,0,15.6,41.6,18.6,17.6,10.5,11.8,0.0,121.26,24.54,20.58,3.96,13.25,12.26,1.0,18.4,16.45,0.97
刃図羅,SP,ANOTHER,12,165,165,80,275,254,228,235,267,210,197,1746,0,25.9,24.8,49.4,20.0,4.7,5.5,0.0,126.45,23.38,23.38,3.44,13.64,13.02,0.62,21.82,21.16,0.53
童話回廊,SP,ANOTHER,12,262,262,90,237,156,250,211,243,226,179,1592,0,26.8,9.1,74.4,31.6,6.1,6.7,0.0,106.48,34.93,32.75,3.27,20.94,19.76,1.18,38.02,33.76,0.82
焔極OVERKILL,SP,ANOTHER,12,192,192,215,330,185,257,217,249,211,237,1901,0,24.5,20.7,45.5,16.1,11.4,24.3,0.0,120.0,28.8,28.8,12.0,15.68,13.91,1.77,25.56,29.25,7.11
焱影,SP,ANOTHER,12,136,136,350,215,141,165,137,171,134,124,1437,0,22.3,10.0,37.6,14.7,10.6,64.7,0.0,111.83,18.7,15.87,10.2,12.34,9.33,3.01,11.19,15.1,8.22
イザナミノナゲキ,SP,ANOTHER,12,195,195,46,244,224,236,248,252,245,166,1661,0,16.9,40.8,33.2,2.8,6.2,3.0,10.3,116.15,39.0,39.0,3.25,24.99,24.3,0.69,50.64,47.86,0.83
九尾狐夜行,SP,ANOTHER,12,145,145,80,236,196,203,195,229,206,176,1521,0,18.3,39.7,35.8,24.2,30.1,5.6,0.0,109.24,24.77,23.56,2.42,14.14,13.39,0.74,33.23,30.29,0.4
#MAGiCVLGiRL_TRVP_B3VTZ,SP,ANOTHER,12,100,100,94,269,207,239,237,243,233,231,1753,0,20.9,2.7,70.9,74.2,47.2,9.1,8.7,115.4,24.58,24.58,3.33,14.84,14.11,0.73,14.04,13.66,0.58
〆,SP,ANOTHER,12,160,160,204,296,221,245,262,269,209,171,1877,0,25.8,37.3,39.1,12.4,4.8,24.3,1.3,118.78,26.0,24.67,8.0,15.45,13.77,1.68,18.64,18.41,3.39
津軽雪,SP,ANOTHER,12,160,160,63,297,241,305,236,301,263,247,1953,0,37.9,3.4,72.0,45.8,10.2,5.8,7.7,125.25,27.33,26.67,6.0,15.32,14.82,0.49,40.89,39.31,0.98
AA -rebuild-,SP,ANOTHER,12,174,174,24,239,247,277,261,266,255,251,1820,0,36.8,8.8,70.6,30.8,6.6,1.6,0.0,111.72,26.1,26.1,2.9,16.09,15.88,0.21,30.34,30.42,0.19
Arca,SP,ANOTHER,12,185,185,57,179,204,254,259,267,217,165,1602,0,27.6,20.0,62.3,15.7,12.1,3.6,0.0,123.56,20.81,19.27,1.54,12.86,12.41,0.46,24.95,23.12,0.28
DEADHEAT,SP,ANOTHER,12,200,200,185,266,176,219,230,231,179,235,1721,0,22.3,26.8,35.8,19.7,5.6,17.0,0.0,112.8,24.17,20.83,5.83,14.94,13.33,1.61,21.3,16.62,1.64
DEATH†ZIGOQ ～怒りの高速爆走野郎～,SP,ANOTHER,12,200,200,138,281,302,260,303,296,276,219,2075,0,26.0,35.4,51.3,36.2,8.6,10.9,3.7,111.45,28.33,26.67,5.83,18.59,17.36,1.24,30.07,32.89,2.92
Papilio ulysses,SP,ANOTHER,12,180,180,247,184,131,181,203,199,168,185,1498,0,31.8,6.1,48.5,9.8,0.2,47.8,19.7,116.66,21.0,21.0,10.5,12.77,10.66,2.11,26.68,33.56,11.34
Persephone,SP,ANOTHER,12,155,155,143,286,151,216,158,227,166,192,1539,0,23.1,12.4,57.8,25.5,8.1,13.6,0.0,118.45,22.6,20.02,6.46,12.74,11.56,1.18,21.95,22.83,2.33
The Chase,SP,ANOTHER,12,142,142,464,81,71,117,126,109,89,91,1148,0,10.0,14.2,5.9,6.8,9.7,103.6,8.7,114.92,21.3,11.83,11.83,9.84,5.87,3.98,16.15,11.49,10.52
VOX RUSH,SP,ANOTHER,12,202,202,205,314,215,229,175,246,202,150,1736,0,29.5,33.8,20.1,3.1,2.5,19.6,0.0,123.56,23.57,22.72,5.89,13.92,12.27,1.64,31.59,28.2,2.39
Xperanza,SP,ANOTHER,12,200,200,252,272,156,211,171,216,170,189,1637,0,10.7,32.3,22.0,12.2,9.3,37.0,4.5,120.45,26.67,21.67,13.33,13.37,11.32,2.06,31.4,26.11,5.74
神謳 -RESONANCE-,SP,ANOTHER,12,180,180,61,363,239,279,293,304,284,224,2047,0,28.4,31.2,60.6,25.4,5.0,4.1,0.0,126.83,25.5,24.0,3.75,15.99,15.52,0.48,23.6,22.66,0.65
